,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8
taxon_1,0,13,15,31,13,4,12,26
taxon_2,13,0,8,29,6,15,3,24
taxon_3,15,8,0,27,2,17,7,23
taxon_4,31,29,27,0,25,33,28,8
taxon_5,13,6,2,25,0,15,5,21
taxon_6,4,15,17,33,15,0,14,28
taxon_7,12,3,7,28,5,14,0,23
taxon_8,26,24,23,8,21,28,23,0
