,Taxon_1,Taxon_2,Taxon_3,Taxon_4,Taxon_5,Taxon_6,Taxon_7,Taxon_8
Taxon_1,0.0,0.0182477490509216,0.0182477490509216,0.022364337668266645,0.03061974659853614,0.024395591015234044,0.018222664499180856,0.03483118628994766
Taxon_2,0.0182477490509216,0.0,0.0286274675778568,0.03280703179450928,0.04114320048910756,0.03483118628994766,0.02857185610762905,0.045451342510315615
Taxon_3,0.0182477490509216,0.0286274675778568,0.0,0.014173993019185694,0.03488772956057935,0.0286274675778568,0.026531028447838813,0.04338521504784225
Taxon_4,0.022364337668266645,0.03280703179450928,0.014173993019185694,0.0,0.036974870833311524,0.030697324023155156,0.02859648059630515,0.04549257102435829
Taxon_5,0.03061974659853614,0.04114320048910756,0.03488772956057935,0.036974870833311524,0.0,0.010072733889257888,0.012097036447412734,0.028553619136062774
Taxon_6,0.024395591015234044,0.03483118628994766,0.0286274675778568,0.030697324023155156,0.010072733889257888,0.0,0.0060241287729482,0.022346399214189412
Taxon_7,0.018222664499180856,0.02857185610762905,0.026531028447838813,0.02859648059630515,0.012097036447412734,0.0060241287729482,0.0,0.0161901329783683
Taxon_8,0.03483118628994766,0.045451342510315615,0.04338521504784225,0.04549257102435829,0.028553619136062774,0.022346399214189412,0.0161901329783683,0.0
