,Taxon_1,Taxon_2,Taxon_3,Taxon_4,Taxon_5,Taxon_6,Taxon_7,Taxon_8
Taxon_1,0.0,0.014132315851109956,0.026461360608479784,0.030616495890191373,0.030616495890191373,0.030616495890191373,0.024392393779170046,0.03899647133878525
Taxon_2,0.014132315851109956,0.0,0.028536050728147418,0.032702728111598925,0.032702728111598925,0.032702728111598925,0.026461360608479784,0.04110617737124627
Taxon_3,0.026461360608479784,0.028536050728147418,0.0,0.020271504290939445,0.04110617737124627,0.04110617737124627,0.03479477967728288,0.0496048518784088
Taxon_4,0.030616495890191373,0.032702728111598925,0.020271504290939445,0.0,0.04534347677783552,0.04534347677783552,0.03899647133878525,0.05389057782598776
Taxon_5,0.030616495890191373,0.032702728111598925,0.04110617737124627,0.04534347677783552,0.0,0.0060241287729482,0.012097036447412734,0.026461360608479784
Taxon_6,0.030616495890191373,0.032702728111598925,0.04110617737124627,0.04534347677783552,0.0060241287729482,0.0,0.010067265249105496,0.024392393779170046
Taxon_7,0.024392393779170046,0.026461360608479784,0.03479477967728288,0.03899647133878525,0.012097036447412734,0.010067265249105496,0.0,0.014132315851109956
Taxon_8,0.03899647133878525,0.04110617737124627,0.0496048518784088,0.05389057782598776,0.026461360608479784,0.024392393779170046,0.014132315851109956,0.0
