,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8
taxon_1,0,13,15,30,13,4,12,25
taxon_2,13,0,8,29,6,15,3,24
taxon_3,15,8,0,27,2,17,7,23
taxon_4,30,29,27,0,25,32,28,8
taxon_5,13,6,2,25,0,15,5,21
taxon_6,4,15,17,32,15,0,14,27
taxon_7,12,3,7,28,5,14,0,23
taxon_8,25,24,23,8,21,27,23,0
